"","PhotoID","Condition","Generation","First","Second","ID","Rating"
"1133",399,"Pair",2,"p8-2-1","PEX11-2-1",9,3
"1134",399,"Pair",2,"p8-2-1","PEX11-2-1",11,1
"1135",399,"Pair",2,"p8-2-1","PEX11-2-1",13,3
"1136",399,"Pair",2,"p8-2-1","PEX11-2-1",17,1
"1137",399,"Pair",2,"p8-2-1","PEX11-2-1",19,1
"1138",399,"Pair",2,"p8-2-1","PEX11-2-1",24,2
"1139",399,"Pair",2,"p8-2-1","PEX11-2-1",27,3
"1140",399,"Pair",2,"p8-2-1","PEX11-2-1",28,4
"1141",400,"Pair",2,"p8-2-1","Y9011112-2-1",2,4
"1142",400,"Pair",2,"p8-2-1","Y9011112-2-1",5,3
"1143",400,"Pair",2,"p8-2-1","Y9011112-2-1",8,1
"1144",400,"Pair",2,"p8-2-1","Y9011112-2-1",11,1
"1145",400,"Pair",2,"p8-2-1","Y9011112-2-1",14,3
"1146",400,"Pair",2,"p8-2-1","Y9011112-2-1",18,1
"1147",400,"Pair",2,"p8-2-1","Y9011112-2-1",20,2
"1148",400,"Pair",2,"p8-2-1","Y9011112-2-1",22,3
"1149",400,"Pair",2,"p8-2-1","Y9011112-2-1",25,1
"1150",400,"Pair",2,"p8-2-1","Y9011112-2-1",30,1
"1151",401,"Pair",2,"p9-2-1","p10-2-1",3,1
"1152",401,"Pair",2,"p9-2-1","p10-2-1",6,1
"1153",401,"Pair",2,"p9-2-1","p10-2-1",8,1
"1154",401,"Pair",2,"p9-2-1","p10-2-1",12,1
"1155",401,"Pair",2,"p9-2-1","p10-2-1",15,2
"1156",401,"Pair",2,"p9-2-1","p10-2-1",18,1
"1157",401,"Pair",2,"p9-2-1","p10-2-1",21,1
"1158",401,"Pair",2,"p9-2-1","p10-2-1",22,1
"1159",401,"Pair",2,"p9-2-1","p10-2-1",26,1
"1160",401,"Pair",2,"p9-2-1","p10-2-1",29,1
"1161",402,"Pair",2,"p9-2-1","PEX11-2-1",2,4
"1162",402,"Pair",2,"p9-2-1","PEX11-2-1",5,3
"1163",402,"Pair",2,"p9-2-1","PEX11-2-1",9,2
"1164",402,"Pair",2,"p9-2-1","PEX11-2-1",11,1
"1165",402,"Pair",2,"p9-2-1","PEX11-2-1",14,3
"1166",402,"Pair",2,"p9-2-1","PEX11-2-1",16,2
"1167",402,"Pair",2,"p9-2-1","PEX11-2-1",21,2
"1168",402,"Pair",2,"p9-2-1","PEX11-2-1",23,2
"1169",402,"Pair",2,"p9-2-1","PEX11-2-1",26,1
"1170",402,"Pair",2,"p9-2-1","PEX11-2-1",28,1
"1171",403,"Pair",2,"p9-2-1","Y9011112-2-1",1,1
"1172",403,"Pair",2,"p9-2-1","Y9011112-2-1",4,2
"1173",403,"Pair",2,"p9-2-1","Y9011112-2-1",8,1
"1174",403,"Pair",2,"p9-2-1","Y9011112-2-1",10,1
"1175",403,"Pair",2,"p9-2-1","Y9011112-2-1",13,1
"1176",403,"Pair",2,"p9-2-1","Y9011112-2-1",17,1
"1177",403,"Pair",2,"p9-2-1","Y9011112-2-1",21,1
"1178",403,"Pair",2,"p9-2-1","Y9011112-2-1",24,2
"1179",403,"Pair",2,"p9-2-1","Y9011112-2-1",27,1
"1180",403,"Pair",2,"p9-2-1","Y9011112-2-1",30,1
"1181",404,"Pair",2,"p10-2-1","PEX11-2-1",2,2
"1182",404,"Pair",2,"p10-2-1","PEX11-2-1",5,2
"1183",404,"Pair",2,"p10-2-1","PEX11-2-1",9,2
"1184",404,"Pair",2,"p10-2-1","PEX11-2-1",11,1
"1185",404,"Pair",2,"p10-2-1","PEX11-2-1",14,2
"1186",404,"Pair",2,"p10-2-1","PEX11-2-1",17,2
"1187",404,"Pair",2,"p10-2-1","PEX11-2-1",19,1
"1188",404,"Pair",2,"p10-2-1","PEX11-2-1",23,2
"1189",404,"Pair",2,"p10-2-1","PEX11-2-1",26,1
"1190",404,"Pair",2,"p10-2-1","PEX11-2-1",28,2
"1191",405,"Pair",2,"p10-2-1","Y9011112-2-1",3,3
"1192",405,"Pair",2,"p10-2-1","Y9011112-2-1",6,4
"1193",405,"Pair",2,"p10-2-1","Y9011112-2-1",9,2
"1194",405,"Pair",2,"p10-2-1","Y9011112-2-1",10,1
"1195",405,"Pair",2,"p10-2-1","Y9011112-2-1",15,4
"1196",405,"Pair",2,"p10-2-1","Y9011112-2-1",17,4
"1197",405,"Pair",2,"p10-2-1","Y9011112-2-1",19,4
"1198",405,"Pair",2,"p10-2-1","Y9011112-2-1",24,2
"1199",405,"Pair",2,"p10-2-1","Y9011112-2-1",26,1
"1200",405,"Pair",2,"p10-2-1","Y9011112-2-1",28,4
"1201",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",2,4
"1202",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",5,4
"1203",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",8,1
"1204",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",12,3
"1205",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",14,2
"1206",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",17,3
"1207",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",21,1
"1208",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",23,2
"1209",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",25,1
"1210",406,"Pair",2,"PEX11-2-1","Y9011112-2-1",28,2
"1211",407,"Pair",3,"p1-3-1","p2-3-1",3,4
"1212",407,"Pair",3,"p1-3-1","p2-3-1",6,5
"1213",407,"Pair",3,"p1-3-1","p2-3-1",7,5
"1214",407,"Pair",3,"p1-3-1","p2-3-1",10,4
"1215",407,"Pair",3,"p1-3-1","p2-3-1",15,5
"1216",407,"Pair",3,"p1-3-1","p2-3-1",17,3
"1217",407,"Pair",3,"p1-3-1","p2-3-1",19,4
"1218",407,"Pair",3,"p1-3-1","p2-3-1",22,3
"1219",407,"Pair",3,"p1-3-1","p2-3-1",26,2
"1220",407,"Pair",3,"p1-3-1","p2-3-1",30,4
"1221",408,"Pair",3,"p1-3-1","p3-3-1",3,4
"1222",408,"Pair",3,"p1-3-1","p3-3-1",6,5
"1223",408,"Pair",3,"p1-3-1","p3-3-1",7,1
"1224",408,"Pair",3,"p1-3-1","p3-3-1",12,3
"1225",408,"Pair",3,"p1-3-1","p3-3-1",15,4
"1226",408,"Pair",3,"p1-3-1","p3-3-1",16,2
"1227",408,"Pair",3,"p1-3-1","p3-3-1",21,4
"1228",408,"Pair",3,"p1-3-1","p3-3-1",23,3
"1229",408,"Pair",3,"p1-3-1","p3-3-1",25,4
"1230",408,"Pair",3,"p1-3-1","p3-3-1",30,4
"1231",409,"Pair",3,"p1-3-1","p4-3-1",3,3
"1232",409,"Pair",3,"p1-3-1","p4-3-1",6,2
"1233",409,"Pair",3,"p1-3-1","p4-3-1",9,4
"1234",409,"Pair",3,"p1-3-1","p4-3-1",10,4
"1235",409,"Pair",3,"p1-3-1","p4-3-1",15,3
"1236",409,"Pair",3,"p1-3-1","p4-3-1",16,5
"1237",409,"Pair",3,"p1-3-1","p4-3-1",20,4
"1238",409,"Pair",3,"p1-3-1","p4-3-1",24,2
"1239",409,"Pair",3,"p1-3-1","p4-3-1",27,2
"1240",409,"Pair",3,"p1-3-1","p4-3-1",30,4
"1241",410,"Pair",3,"p1-3-1","p5-3-1",3,4
"1242",410,"Pair",3,"p1-3-1","p5-3-1",6,5
"1243",410,"Pair",3,"p1-3-1","p5-3-1",9,3
"1244",410,"Pair",3,"p1-3-1","p5-3-1",10,4
"1245",410,"Pair",3,"p1-3-1","p5-3-1",15,3
"1246",410,"Pair",3,"p1-3-1","p5-3-1",16,4
"1247",410,"Pair",3,"p1-3-1","p5-3-1",19,3
"1248",410,"Pair",3,"p1-3-1","p5-3-1",22,3
"1249",410,"Pair",3,"p1-3-1","p5-3-1",26,4
"1250",410,"Pair",3,"p1-3-1","p5-3-1",28,4
"1251",411,"Pair",3,"p1-3-1","p6-3-1",2,4
"1252",411,"Pair",3,"p1-3-1","p6-3-1",5,3
"1253",411,"Pair",3,"p1-3-1","p6-3-1",9,3
"1254",411,"Pair",3,"p1-3-1","p6-3-1",12,2
"1255",411,"Pair",3,"p1-3-1","p6-3-1",14,3
"1256",411,"Pair",3,"p1-3-1","p6-3-1",17,3
"1257",411,"Pair",3,"p1-3-1","p6-3-1",19,2
"1258",411,"Pair",3,"p1-3-1","p6-3-1",23,2
"1259",411,"Pair",3,"p1-3-1","p6-3-1",26,3
"1260",411,"Pair",3,"p1-3-1","p6-3-1",30,3
"1261",412,"Pair",3,"p1-3-1","p8-3-1",2,4
"1262",412,"Pair",3,"p1-3-1","p8-3-1",5,4
"1263",412,"Pair",3,"p1-3-1","p8-3-1",8,1
"1264",412,"Pair",3,"p1-3-1","p8-3-1",12,2
"1265",412,"Pair",3,"p1-3-1","p8-3-1",14,3
"1266",412,"Pair",3,"p1-3-1","p8-3-1",18,2
"1267",412,"Pair",3,"p1-3-1","p8-3-1",19,2
"1268",412,"Pair",3,"p1-3-1","p8-3-1",23,2
"1269",412,"Pair",3,"p1-3-1","p8-3-1",26,4
"1270",412,"Pair",3,"p1-3-1","p8-3-1",28,3
"1271",413,"Pair",3,"p1-3-1","p9-3-1",2,3
"1272",413,"Pair",3,"p1-3-1","p9-3-1",5,1
"1273",413,"Pair",3,"p1-3-1","p9-3-1",9,1
"1274",413,"Pair",3,"p1-3-1","p9-3-1",10,1
"1275",413,"Pair",3,"p1-3-1","p9-3-1",14,1
"1276",413,"Pair",3,"p1-3-1","p9-3-1",16,1
"1277",413,"Pair",3,"p1-3-1","p9-3-1",20,2
"1278",413,"Pair",3,"p1-3-1","p9-3-1",22,1
"1279",413,"Pair",3,"p1-3-1","p9-3-1",26,1
"1280",413,"Pair",3,"p1-3-1","p9-3-1",30,1
"1281",414,"Pair",3,"p1-3-1","p10-3-1",1,3
"1282",414,"Pair",3,"p1-3-1","p10-3-1",4,4
"1283",414,"Pair",3,"p1-3-1","p10-3-1",9,4
"1284",414,"Pair",3,"p1-3-1","p10-3-1",12,4
"1285",414,"Pair",3,"p1-3-1","p10-3-1",13,4
"1286",414,"Pair",3,"p1-3-1","p10-3-1",18,3
"1287",414,"Pair",3,"p1-3-1","p10-3-1",20,4
"1288",414,"Pair",3,"p1-3-1","p10-3-1",23,4
"1289",414,"Pair",3,"p1-3-1","p10-3-1",26,4
"1290",414,"Pair",3,"p1-3-1","p10-3-1",30,4
"1291",415,"Pair",3,"p1-3-1","PEX11-3-1",1,2
"1292",415,"Pair",3,"p1-3-1","PEX11-3-1",4,2
"1293",415,"Pair",3,"p1-3-1","PEX11-3-1",8,2
"1294",415,"Pair",3,"p1-3-1","PEX11-3-1",11,1
"1295",415,"Pair",3,"p1-3-1","PEX11-3-1",13,2
"1296",415,"Pair",3,"p1-3-1","PEX11-3-1",16,2
"1297",415,"Pair",3,"p1-3-1","PEX11-3-1",19,1
"1298",415,"Pair",3,"p1-3-1","PEX11-3-1",22,2
"1299",415,"Pair",3,"p1-3-1","PEX11-3-1",27,4
"1300",415,"Pair",3,"p1-3-1","PEX11-3-1",29,3
"1301",416,"Pair",3,"p1-3-1","Y9011112-3-1",2,4
"1302",416,"Pair",3,"p1-3-1","Y9011112-3-1",5,2
"1303",416,"Pair",3,"p1-3-1","Y9011112-3-1",7,5
"1304",416,"Pair",3,"p1-3-1","Y9011112-3-1",10,3
"1305",416,"Pair",3,"p1-3-1","Y9011112-3-1",14,3
"1306",416,"Pair",3,"p1-3-1","Y9011112-3-1",17,3
"1307",416,"Pair",3,"p1-3-1","Y9011112-3-1",19,2
"1308",416,"Pair",3,"p1-3-1","Y9011112-3-1",23,3
"1309",416,"Pair",3,"p1-3-1","Y9011112-3-1",26,4
"1310",416,"Pair",3,"p1-3-1","Y9011112-3-1",29,2
"1311",417,"Pair",3,"p2-3-1","p3-3-1",1,5
"1312",417,"Pair",3,"p2-3-1","p3-3-1",4,4
"1313",417,"Pair",3,"p2-3-1","p3-3-1",7,5
"1314",417,"Pair",3,"p2-3-1","p3-3-1",10,4
"1315",417,"Pair",3,"p2-3-1","p3-3-1",13,5
"1316",417,"Pair",3,"p2-3-1","p3-3-1",17,5
"1317",417,"Pair",3,"p2-3-1","p3-3-1",19,4
"1318",417,"Pair",3,"p2-3-1","p3-3-1",23,4
"1319",417,"Pair",3,"p2-3-1","p3-3-1",27,4
"1320",417,"Pair",3,"p2-3-1","p3-3-1",28,4
"1321",418,"Pair",3,"p2-3-1","p4-3-1",2,4
"1322",418,"Pair",3,"p2-3-1","p4-3-1",5,5
"1323",418,"Pair",3,"p2-3-1","p4-3-1",8,4
"1324",418,"Pair",3,"p2-3-1","p4-3-1",10,4
"1325",418,"Pair",3,"p2-3-1","p4-3-1",14,4
"1326",418,"Pair",3,"p2-3-1","p4-3-1",18,3
"1327",418,"Pair",3,"p2-3-1","p4-3-1",20,4
"1328",418,"Pair",3,"p2-3-1","p4-3-1",24,4
"1329",418,"Pair",3,"p2-3-1","p4-3-1",25,4
"1330",418,"Pair",3,"p2-3-1","p4-3-1",30,4
"1331",419,"Pair",3,"p2-3-1","p5-3-1",1,4
"1332",419,"Pair",3,"p2-3-1","p5-3-1",4,4
"1333",419,"Pair",3,"p2-3-1","p5-3-1",9,5
"1334",419,"Pair",3,"p2-3-1","p5-3-1",12,5
"1335",419,"Pair",3,"p2-3-1","p5-3-1",13,5
"1336",419,"Pair",3,"p2-3-1","p5-3-1",17,5
"1337",419,"Pair",3,"p2-3-1","p5-3-1",21,4
"1338",419,"Pair",3,"p2-3-1","p5-3-1",22,4
"1339",419,"Pair",3,"p2-3-1","p5-3-1",27,3
"1340",419,"Pair",3,"p2-3-1","p5-3-1",29,4
"1341",420,"Pair",3,"p2-3-1","p6-3-1",3,4
"1342",420,"Pair",3,"p2-3-1","p6-3-1",6,4
"1343",420,"Pair",3,"p2-3-1","p6-3-1",7,2
"1344",420,"Pair",3,"p2-3-1","p6-3-1",11,1
"1345",420,"Pair",3,"p2-3-1","p6-3-1",15,3
"1346",420,"Pair",3,"p2-3-1","p6-3-1",18,2
"1347",420,"Pair",3,"p2-3-1","p6-3-1",20,3
"1348",420,"Pair",3,"p2-3-1","p6-3-1",24,2
"1349",420,"Pair",3,"p2-3-1","p6-3-1",26,4
"1350",420,"Pair",3,"p2-3-1","p6-3-1",28,4
"1351",421,"Pair",3,"p2-3-1","p8-3-1",1,1
"1352",421,"Pair",3,"p2-3-1","p8-3-1",4,2
"1353",421,"Pair",3,"p2-3-1","p8-3-1",9,2
"1354",421,"Pair",3,"p2-3-1","p8-3-1",10,4
"1355",421,"Pair",3,"p2-3-1","p8-3-1",13,3
"1356",421,"Pair",3,"p2-3-1","p8-3-1",16,5
"1357",421,"Pair",3,"p2-3-1","p8-3-1",19,2
"1358",421,"Pair",3,"p2-3-1","p8-3-1",23,1
"1359",421,"Pair",3,"p2-3-1","p8-3-1",27,4
"1360",421,"Pair",3,"p2-3-1","p8-3-1",29,2
"1361",422,"Pair",3,"p2-3-1","p9-3-1",2,1
"1362",422,"Pair",3,"p2-3-1","p9-3-1",5,1
"1363",422,"Pair",3,"p2-3-1","p9-3-1",8,1
"1364",422,"Pair",3,"p2-3-1","p9-3-1",11,1
"1365",422,"Pair",3,"p2-3-1","p9-3-1",14,1
"1366",422,"Pair",3,"p2-3-1","p9-3-1",16,1
"1367",422,"Pair",3,"p2-3-1","p9-3-1",20,1
"1368",422,"Pair",3,"p2-3-1","p9-3-1",22,1
"1369",422,"Pair",3,"p2-3-1","p9-3-1",25,1
"1370",422,"Pair",3,"p2-3-1","p9-3-1",30,1
"1371",423,"Pair",3,"p2-3-1","p10-3-1",1,4
"1372",423,"Pair",3,"p2-3-1","p10-3-1",4,5
"1373",423,"Pair",3,"p2-3-1","p10-3-1",7,4
"1374",423,"Pair",3,"p2-3-1","p10-3-1",12,4
"1375",423,"Pair",3,"p2-3-1","p10-3-1",13,4
"1376",423,"Pair",3,"p2-3-1","p10-3-1",16,5
"1377",423,"Pair",3,"p2-3-1","p10-3-1",21,3
"1378",423,"Pair",3,"p2-3-1","p10-3-1",24,3
"1379",423,"Pair",3,"p2-3-1","p10-3-1",26,5
"1380",423,"Pair",3,"p2-3-1","p10-3-1",28,4
"1381",424,"Pair",3,"p2-3-1","PEX11-3-1",1,3
"1382",424,"Pair",3,"p2-3-1","PEX11-3-1",4,2
"1383",424,"Pair",3,"p2-3-1","PEX11-3-1",7,2
"1384",424,"Pair",3,"p2-3-1","PEX11-3-1",10,4
"1385",424,"Pair",3,"p2-3-1","PEX11-3-1",13,5
"1386",424,"Pair",3,"p2-3-1","PEX11-3-1",17,4
"1387",424,"Pair",3,"p2-3-1","PEX11-3-1",19,1
"1388",424,"Pair",3,"p2-3-1","PEX11-3-1",22,3
"1389",424,"Pair",3,"p2-3-1","PEX11-3-1",26,4
"1390",424,"Pair",3,"p2-3-1","PEX11-3-1",28,4
"1391",425,"Pair",3,"p2-3-1","Y9011112-3-1",2,4
"1392",425,"Pair",3,"p2-3-1","Y9011112-3-1",5,4
"1393",425,"Pair",3,"p2-3-1","Y9011112-3-1",7,5
"1394",425,"Pair",3,"p2-3-1","Y9011112-3-1",11,4
"1395",425,"Pair",3,"p2-3-1","Y9011112-3-1",14,4
"1396",425,"Pair",3,"p2-3-1","Y9011112-3-1",16,4
"1397",425,"Pair",3,"p2-3-1","Y9011112-3-1",19,4
"1398",425,"Pair",3,"p2-3-1","Y9011112-3-1",22,5
"1399",425,"Pair",3,"p2-3-1","Y9011112-3-1",25,5
"1400",425,"Pair",3,"p2-3-1","Y9011112-3-1",30,5
"1401",426,"Pair",3,"p3-3-1","p4-3-1",2,4
"1402",426,"Pair",3,"p3-3-1","p4-3-1",5,3
"1403",426,"Pair",3,"p3-3-1","p4-3-1",9,2
"1404",426,"Pair",3,"p3-3-1","p4-3-1",11,1
"1405",426,"Pair",3,"p3-3-1","p4-3-1",14,3
"1406",426,"Pair",3,"p3-3-1","p4-3-1",18,3
"1407",426,"Pair",3,"p3-3-1","p4-3-1",21,4
"1408",426,"Pair",3,"p3-3-1","p4-3-1",24,4
"1409",426,"Pair",3,"p3-3-1","p4-3-1",25,2
"1410",426,"Pair",3,"p3-3-1","p4-3-1",28,2
"1411",427,"Pair",3,"p3-3-1","p5-3-1",2,5
"1412",427,"Pair",3,"p3-3-1","p5-3-1",5,5
"1413",427,"Pair",3,"p3-3-1","p5-3-1",8,4
"1414",427,"Pair",3,"p3-3-1","p5-3-1",10,5
"1415",427,"Pair",3,"p3-3-1","p5-3-1",14,4
"1416",427,"Pair",3,"p3-3-1","p5-3-1",17,5
"1417",427,"Pair",3,"p3-3-1","p5-3-1",20,5
"1418",427,"Pair",3,"p3-3-1","p5-3-1",22,5
"1419",427,"Pair",3,"p3-3-1","p5-3-1",25,5
"1420",427,"Pair",3,"p3-3-1","p5-3-1",29,5
"1421",428,"Pair",3,"p3-3-1","p6-3-1",1,4
"1422",428,"Pair",3,"p3-3-1","p6-3-1",4,2
"1423",428,"Pair",3,"p3-3-1","p6-3-1",7,4
"1424",428,"Pair",3,"p3-3-1","p6-3-1",10,4
"1425",428,"Pair",3,"p3-3-1","p6-3-1",13,3
"1426",428,"Pair",3,"p3-3-1","p6-3-1",17,3
"1427",428,"Pair",3,"p3-3-1","p6-3-1",19,4
"1428",428,"Pair",3,"p3-3-1","p6-3-1",22,4
"1429",428,"Pair",3,"p3-3-1","p6-3-1",26,3
"1430",428,"Pair",3,"p3-3-1","p6-3-1",30,4
"1431",429,"Pair",3,"p3-3-1","p8-3-1",1,1
"1432",429,"Pair",3,"p3-3-1","p8-3-1",4,1
"1433",429,"Pair",3,"p3-3-1","p8-3-1",9,2
"1434",429,"Pair",3,"p3-3-1","p8-3-1",11,1
"1435",429,"Pair",3,"p3-3-1","p8-3-1",13,2
"1436",429,"Pair",3,"p3-3-1","p8-3-1",16,2
"1437",429,"Pair",3,"p3-3-1","p8-3-1",19,2
"1438",429,"Pair",3,"p3-3-1","p8-3-1",23,2
"1439",429,"Pair",3,"p3-3-1","p8-3-1",26,2
"1440",429,"Pair",3,"p3-3-1","p8-3-1",30,1
"1441",430,"Pair",3,"p3-3-1","p9-3-1",3,1
"1442",430,"Pair",3,"p3-3-1","p9-3-1",6,2
"1443",430,"Pair",3,"p3-3-1","p9-3-1",8,1
"1444",430,"Pair",3,"p3-3-1","p9-3-1",10,1
"1445",430,"Pair",3,"p3-3-1","p9-3-1",15,2
"1446",430,"Pair",3,"p3-3-1","p9-3-1",17,1
"1447",430,"Pair",3,"p3-3-1","p9-3-1",19,1
"1448",430,"Pair",3,"p3-3-1","p9-3-1",23,1
"1449",430,"Pair",3,"p3-3-1","p9-3-1",27,2
"1450",430,"Pair",3,"p3-3-1","p9-3-1",29,1
"1451",431,"Pair",3,"p3-3-1","p10-3-1",3,5
"1452",431,"Pair",3,"p3-3-1","p10-3-1",6,5
"1453",431,"Pair",3,"p3-3-1","p10-3-1",8,5
"1454",431,"Pair",3,"p3-3-1","p10-3-1",10,5
"1455",431,"Pair",3,"p3-3-1","p10-3-1",15,5
"1456",431,"Pair",3,"p3-3-1","p10-3-1",16,5
"1457",431,"Pair",3,"p3-3-1","p10-3-1",19,4
"1458",431,"Pair",3,"p3-3-1","p10-3-1",24,4
"1459",431,"Pair",3,"p3-3-1","p10-3-1",26,5
"1460",431,"Pair",3,"p3-3-1","p10-3-1",29,5
"1461",432,"Pair",3,"p3-3-1","PEX11-3-1",2,4
"1462",432,"Pair",3,"p3-3-1","PEX11-3-1",5,4
"1463",432,"Pair",3,"p3-3-1","PEX11-3-1",9,3
"1464",432,"Pair",3,"p3-3-1","PEX11-3-1",10,3
"1465",432,"Pair",3,"p3-3-1","PEX11-3-1",14,2
"1466",432,"Pair",3,"p3-3-1","PEX11-3-1",18,3
"1467",432,"Pair",3,"p3-3-1","PEX11-3-1",20,4
"1468",432,"Pair",3,"p3-3-1","PEX11-3-1",24,2
"1469",432,"Pair",3,"p3-3-1","PEX11-3-1",25,2
"1470",432,"Pair",3,"p3-3-1","PEX11-3-1",28,2
"1471",433,"Pair",3,"p3-3-1","Y9011112-3-1",1,4
"1472",433,"Pair",3,"p3-3-1","Y9011112-3-1",4,5
"1473",433,"Pair",3,"p3-3-1","Y9011112-3-1",7,4
"1474",433,"Pair",3,"p3-3-1","Y9011112-3-1",12,4
"1475",433,"Pair",3,"p3-3-1","Y9011112-3-1",13,4
"1476",433,"Pair",3,"p3-3-1","Y9011112-3-1",18,3
"1477",433,"Pair",3,"p3-3-1","Y9011112-3-1",20,4
"1478",433,"Pair",3,"p3-3-1","Y9011112-3-1",22,4
"1479",433,"Pair",3,"p3-3-1","Y9011112-3-1",25,4
"1480",433,"Pair",3,"p3-3-1","Y9011112-3-1",30,5
"1481",434,"Pair",3,"p4-3-1","p5-3-1",2,4
"1482",434,"Pair",3,"p4-3-1","p5-3-1",5,3
"1483",434,"Pair",3,"p4-3-1","p5-3-1",9,1
"1484",434,"Pair",3,"p4-3-1","p5-3-1",11,1
"1485",434,"Pair",3,"p4-3-1","p5-3-1",14,2
"1486",434,"Pair",3,"p4-3-1","p5-3-1",18,2
"1487",434,"Pair",3,"p4-3-1","p5-3-1",19,3
"1488",434,"Pair",3,"p4-3-1","p5-3-1",22,2
"1489",434,"Pair",3,"p4-3-1","p5-3-1",25,3
"1490",434,"Pair",3,"p4-3-1","p5-3-1",30,2
"1491",435,"Pair",3,"p4-3-1","p6-3-1",2,4
"1492",435,"Pair",3,"p4-3-1","p6-3-1",5,1
"1493",435,"Pair",3,"p4-3-1","p6-3-1",7,1
"1494",435,"Pair",3,"p4-3-1","p6-3-1",10,2
"1495",435,"Pair",3,"p4-3-1","p6-3-1",14,1
"1496",435,"Pair",3,"p4-3-1","p6-3-1",18,3
"1497",435,"Pair",3,"p4-3-1","p6-3-1",20,2
"1498",435,"Pair",3,"p4-3-1","p6-3-1",23,1
"1499",435,"Pair",3,"p4-3-1","p6-3-1",25,1
"1500",435,"Pair",3,"p4-3-1","p6-3-1",28,4
"1501",436,"Pair",3,"p4-3-1","p8-3-1",3,3
"1502",436,"Pair",3,"p4-3-1","p8-3-1",6,2
"1503",436,"Pair",3,"p4-3-1","p8-3-1",8,1
"1504",436,"Pair",3,"p4-3-1","p8-3-1",10,3
"1505",436,"Pair",3,"p4-3-1","p8-3-1",15,2
"1506",436,"Pair",3,"p4-3-1","p8-3-1",16,1
"1507",436,"Pair",3,"p4-3-1","p8-3-1",21,3
"1508",436,"Pair",3,"p4-3-1","p8-3-1",24,2
"1509",436,"Pair",3,"p4-3-1","p8-3-1",27,1
"1510",436,"Pair",3,"p4-3-1","p8-3-1",29,2
"1511",437,"Pair",3,"p4-3-1","p9-3-1",2,2
"1512",437,"Pair",3,"p4-3-1","p9-3-1",5,3
"1513",437,"Pair",3,"p4-3-1","p9-3-1",9,1
"1514",437,"Pair",3,"p4-3-1","p9-3-1",10,1
"1515",437,"Pair",3,"p4-3-1","p9-3-1",14,1
"1516",437,"Pair",3,"p4-3-1","p9-3-1",18,1
"1517",437,"Pair",3,"p4-3-1","p9-3-1",21,1
"1518",437,"Pair",3,"p4-3-1","p9-3-1",23,1
"1519",437,"Pair",3,"p4-3-1","p9-3-1",26,1
"1520",437,"Pair",3,"p4-3-1","p9-3-1",29,1
"1521",438,"Pair",3,"p4-3-1","p10-3-1",3,4
"1522",438,"Pair",3,"p4-3-1","p10-3-1",6,4
"1523",438,"Pair",3,"p4-3-1","p10-3-1",9,2
"1524",438,"Pair",3,"p4-3-1","p10-3-1",11,4
"1525",438,"Pair",3,"p4-3-1","p10-3-1",15,4
"1526",438,"Pair",3,"p4-3-1","p10-3-1",18,2
"1527",438,"Pair",3,"p4-3-1","p10-3-1",20,4
"1528",438,"Pair",3,"p4-3-1","p10-3-1",23,3
"1529",438,"Pair",3,"p4-3-1","p10-3-1",25,2
"1530",438,"Pair",3,"p4-3-1","p10-3-1",28,3
"1531",439,"Pair",3,"p4-3-1","PEX11-3-1",1,3
"1532",439,"Pair",3,"p4-3-1","PEX11-3-1",4,3
"1533",439,"Pair",3,"p4-3-1","PEX11-3-1",7,3
"1534",439,"Pair",3,"p4-3-1","PEX11-3-1",12,3
"1535",439,"Pair",3,"p4-3-1","PEX11-3-1",13,2
"1536",439,"Pair",3,"p4-3-1","PEX11-3-1",16,3
"1537",439,"Pair",3,"p4-3-1","PEX11-3-1",19,3
"1538",439,"Pair",3,"p4-3-1","PEX11-3-1",24,4
"1539",439,"Pair",3,"p4-3-1","PEX11-3-1",26,3
"1540",439,"Pair",3,"p4-3-1","PEX11-3-1",29,2
"1541",440,"Pair",3,"p4-3-1","Y9011112-3-1",1,4
"1542",440,"Pair",3,"p4-3-1","Y9011112-3-1",4,2
"1543",440,"Pair",3,"p4-3-1","Y9011112-3-1",9,2
"1544",440,"Pair",3,"p4-3-1","Y9011112-3-1",12,2
"1545",440,"Pair",3,"p4-3-1","Y9011112-3-1",13,2
"1546",440,"Pair",3,"p4-3-1","Y9011112-3-1",18,3
"1547",440,"Pair",3,"p4-3-1","Y9011112-3-1",19,1
"1548",440,"Pair",3,"p4-3-1","Y9011112-3-1",24,3
"1549",440,"Pair",3,"p4-3-1","Y9011112-3-1",25,1
"1550",440,"Pair",3,"p4-3-1","Y9011112-3-1",30,2
"1551",441,"Pair",3,"p5-3-1","p6-3-1",3,4
"1552",441,"Pair",3,"p5-3-1","p6-3-1",6,4
"1553",441,"Pair",3,"p5-3-1","p6-3-1",9,2
"1554",441,"Pair",3,"p5-3-1","p6-3-1",11,1
"1555",441,"Pair",3,"p5-3-1","p6-3-1",15,2
"1556",441,"Pair",3,"p5-3-1","p6-3-1",16,4
